system:index,area_km2,class_name_n0,class_name_n1,class_name_n2,class_name_n3,class_name_n4,classe,nome,territory,year,.geo
0_0_11,1.1412165876464841,Antrópico,Agropecuária,Agricultura,Lavoura Temporária,Outras Lavouras Temporárias,41,Altamira,1500602.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_0,11386.408125675383,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Anapu,1500859.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_1,0.004452449340820313,Natural,Floresta,Formação Savânica,Formação Savânica,Formação Savânica,4,Anapu,1500859.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_2,250.7078925514509,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Anapu,1500859.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_3,69.20232568462913,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Anapu,1500859.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_4,2.183779835998545,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Anapu,1500859.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_5,86.51148898053042,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Anapu,1500859.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_6,0.3980299268798827,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Anapu,1500859.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_7,2.32474783758545,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Anapu,1500859.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_8,0.8666596241455095,Antrópico,Área não vegetada,Afloramento Rochoso,Afloramento Rochoso,Afloramento Rochoso,29,Anapu,1500859.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_9,96.20289605682228,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Anapu,1500859.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_0,5872.784442793124,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Brasil Novo,1501725.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_1,104.73984222552568,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Brasil Novo,1501725.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_2,0.492520865661621,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Brasil Novo,1501725.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_3,0.08920204492187511,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Brasil Novo,1501725.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_4,379.2080311247535,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Brasil Novo,1501725.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_5,2.2518391176757855,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Brasil Novo,1501725.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_6,0.026767044189453124,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Brasil Novo,1501725.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_7,2.8388245693969685,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Brasil Novo,1501725.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_0,7862.082466241904,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Medicilândia,1504455.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_1,84.30374610205155,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Medicilândia,1504455.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_2,0.30443838629150394,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Medicilândia,1504455.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_3,0.008034654357910155,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Medicilândia,1504455.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_4,323.3611450042372,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Medicilândia,1504455.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_5,1.0387441298217732,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Medicilândia,1504455.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_6,0.37032000396728565,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Medicilândia,1504455.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_7,0.7767406942138673,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Medicilândia,1504455.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_0,11203.51002602186,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_1,2.58860298150634,Natural,Floresta,Formação Savânica,Formação Savânica,Formação Savânica,4,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_2,105.45386261633266,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_3,0.014276344848632815,Antrópico,Agropecuária,Silvicultura,Silvicultura,Silvicultura,9,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_4,2.4952923062744135,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_5,2.060034258544924,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_6,502.6642439816079,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_7,1.5164549736328148,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_8,1.636285146667482,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_9,0.01783454565429688,Antrópico,Área não vegetada,Afloramento Rochoso,Afloramento Rochoso,Afloramento Rochoso,29,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_10,9.811528917663592,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_11,0.006246761474609376,Antrópico,Agropecuária,Agricultura,Lavoura Perene,Dendê,35,Pacajá,1505486.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_0,6904.837350783538,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Placas,1505650.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_1,0.017836906127929687,Natural,Floresta,Formação Savânica,Formação Savânica,Formação Savânica,4,Placas,1505650.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_2,87.47780703186056,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Placas,1505650.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_3,1.1497280424804686,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Placas,1505650.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_4,2.3138667528076198,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Placas,1505650.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_5,168.33975302228004,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Placas,1505650.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_6,1.4967612139892579,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Placas,1505650.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_7,6.192032154907231,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Placas,1505650.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_8,0.9376895299682622,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Placas,1505650.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_0,12067.216318916118,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Porto de Moz,1505908.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_1,0.043781678466796876,Natural,Floresta,Formação Savânica,Formação Savânica,Formação Savânica,4,Porto de Moz,1505908.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_2,1580.5317919381744,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Porto de Moz,1505908.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_3,2212.290499192056,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Porto de Moz,1505908.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_4,1.4742503435668943,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Porto de Moz,1505908.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_5,45.94522302392573,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Porto de Moz,1505908.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_6,1.0553050327148406,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Porto de Moz,1505908.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_7,0.14470172863769537,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Porto de Moz,1505908.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_8,1511.7154825325936,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Porto de Moz,1505908.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_0,13371.05118447449,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Senador José Porfírio,1507805.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_1,0.5467867948608393,Natural,Floresta,Formação Savânica,Formação Savânica,Formação Savânica,4,Senador José Porfírio,1507805.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_2,616.4674229843582,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Senador José Porfírio,1507805.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_3,16.987353275634877,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Senador José Porfírio,1507805.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_4,0.10339327398681641,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Senador José Porfírio,1507805.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_5,11.951574006469725,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Senador José Porfírio,1507805.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_6,0.3304419086303718,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Senador José Porfírio,1507805.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_7,1.9045378529052763,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Senador José Porfírio,1507805.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_8,0.4189276828002931,Antrópico,Área não vegetada,Afloramento Rochoso,Afloramento Rochoso,Afloramento Rochoso,29,Senador José Porfírio,1507805.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_7_9,399.75744126355187,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Senador José Porfírio,1507805.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_0,10455.986278041322,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Uruará,1508159.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_1,0.004459355590820313,Natural,Floresta,Formação Savânica,Formação Savânica,Formação Savânica,4,Uruará,1508159.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_2,65.68311588134837,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Uruará,1508159.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_3,0.6159223676147464,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Uruará,1508159.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_4,2.093344104797364,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Uruará,1508159.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_5,248.1900093178736,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Uruará,1508159.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_6,4.818481590576265,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Uruará,1508159.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_7,11.542188372741782,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Uruará,1508159.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_8,1.4451904235839856,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Uruará,1508159.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_8_9,0.22646342114257811,Antrópico,Agropecuária,Agricultura,Lavoura Temporária,Outras Lavouras Temporárias,41,Uruará,1508159.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_0,2414.450179107836,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Vitória do Xingu,1508357.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_1,166.2355546444719,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Vitória do Xingu,1508357.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_2,41.938125555361005,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Vitória do Xingu,1508357.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_3,0.8310515855712916,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Vitória do Xingu,1508357.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_4,261.13614797278325,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Vitória do Xingu,1508357.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_5,0.8999670325317374,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Vitória do Xingu,1508357.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_6,5.961655492370578,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Vitória do Xingu,1508357.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9_7,197.09829737028952,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Vitória do Xingu,1508357.0,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_0,148400.60816841834,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Altamira,1500602.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_1,1746.0371537372719,Natural,Floresta,Formação Savânica,Formação Savânica,Formação Savânica,4,Altamira,1500602.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_2,6728.82914862249,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Altamira,1500602.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_3,103.62798309600822,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Altamira,1500602.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_4,183.43003391113348,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Altamira,1500602.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_5,423.6842950928244,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Altamira,1500602.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_6,12.150885389831393,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Altamira,1500602.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_7,11.687128291320807,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Altamira,1500602.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_8,180.82866054540938,Antrópico,Área não vegetada,Afloramento Rochoso,Afloramento Rochoso,Afloramento Rochoso,29,Altamira,1500602.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_9,2.4436870467529053,Antrópico,Área não vegetada,Mineração,Mineração,Mineração,30,Altamira,1500602.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0_10,1738.6445453441804,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Altamira,1500602.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_0,11384.451664208058,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Anapu,1500859.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1,0.004452449340820313,Natural,Floresta,Formação Savânica,Formação Savânica,Formação Savânica,4,Anapu,1500859.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2,246.9163994852283,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Anapu,1500859.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_3,58.96170586785773,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Anapu,1500859.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_4,2.0909920062866307,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Anapu,1500859.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_5,87.39156360992467,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Anapu,1500859.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_6,0.48548409173584034,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Anapu,1500859.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_7,2.3961646378173844,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Anapu,1500859.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_8,0.8666596241455095,Antrópico,Área não vegetada,Afloramento Rochoso,Afloramento Rochoso,Afloramento Rochoso,29,Anapu,1500859.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_9,111.26584791882013,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Anapu,1500859.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0,5871.799164970468,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Brasil Novo,1501725.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_1,104.52823891503982,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Brasil Novo,1501725.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_2,0.5782316221313478,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Brasil Novo,1501725.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_3,0.09901435821533214,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Brasil Novo,1501725.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_4,379.7523961857888,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Brasil Novo,1501725.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_5,2.4660453518676784,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Brasil Novo,1501725.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_6,0.2016849844970703,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Brasil Novo,1501725.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_7,3.022752169677732,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Brasil Novo,1501725.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_0,7864.455618111196,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Medicilândia,1504455.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_1,84.25561374285962,Natural,Floresta,Floresta Alagável,Floresta Alagável,Floresta Alagável,6,Medicilândia,1504455.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_2,0.3285428505859376,Natural,Formação Natural não Florestal,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,Campo Alagado e Área Pantanosa,11,Medicilândia,1504455.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_3,0.012497783447265624,Natural,Formação Natural não Florestal,Formação Campestre,Formação Campestre,Formação Campestre,12,Medicilândia,1504455.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_4,319.73116597738334,Antrópico,Agropecuária,Pastagem,Pastagem,Pastagem,15,Medicilândia,1504455.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_5,1.1101345743408157,Antrópico,Área não vegetada,Área Urbanizada,Área Urbanizada,Área Urbanizada,24,Medicilândia,1504455.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_6,0.6532038356323239,Antrópico,Área não vegetada,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,Outras Áreas não Vegetadas,25,Medicilândia,1504455.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_7,1.7613510930175802,Natural,Corpos D'água,"Rios, Lagos e Oceano","Rios, Lagos e Oceano","Rios, Lagos e Oceano",33,Medicilândia,1504455.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_0,11188.189363613643,Natural,Floresta,Formação Florestal,Formação Florestal,Formação Florestal,3,Pacajá,1505486.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_1,2.562733224792474,Natural,Floresta,Formação Savânica,Formação Savânica,Formação Savânica,4,Pacajá,1505486.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
