system:index,Ano,Nível 4,area_km2,classe,frequencia,.geo
0_0_18,1985,Campo Alagado e Área Pantanosa,3.165598734069827,11,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_19,1985,Formação Campestre,7.974392511169428,12,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_20,1985,Pastagem,2049.244947434227,15,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_21,1985,Área Urbanizada,1.6805622633666966,24,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_22,1985,Outras Áreas não Vegetadas,2.8106718972778317,25,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_23,1985,Afloramento Rochoso,15.803239308532753,29,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_24,1985,Mineração,4.270818679992674,30,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_25,1985,"Rios, Lagos e Oceano",1.8775797498168945,33,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_26,1985,Soja,8.97829020495604,39,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_27,1985,Outras Lavouras Temporárias,16.33723963171388,41,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_28,1985,Outras Áreas não Vegetadas,0.1790272811279297,0,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_29,1985,Formação Florestal,256.1920911397087,3,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_30,1985,Formação Savânica,146.01346653735212,4,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_31,1985,Floresta Alagável,7.996989877929687,6,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_32,1985,Campo Alagado e Área Pantanosa,2.8077331242065435,11,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_33,1985,Formação Campestre,5.235859759155272,12,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_34,1985,Pastagem,1922.4543655412683,15,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_35,1985,Área Urbanizada,1.0432025971679695,24,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_36,1985,Outras Áreas não Vegetadas,2.004235770385742,25,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_37,1985,Afloramento Rochoso,9.07129349432373,29,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_38,1985,Mineração,3.5386882897949206,30,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_39,1985,"Rios, Lagos e Oceano",0.7874765552368164,33,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_40,1985,Soja,11.794478593322765,39,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_41,1985,Outras Lavouras Temporárias,20.773552094909622,41,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_42,1985,Outras Áreas não Vegetadas,0.1108007407836914,0,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_43,1985,Formação Florestal,117.66827970843497,3,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_44,1985,Formação Savânica,90.55374455065964,4,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_45,1985,Floresta Alagável,3.5013066177978516,6,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_46,1985,Campo Alagado e Área Pantanosa,2.0198704202270514,11,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_47,1985,Formação Campestre,5.372945379882814,12,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_48,1985,Pastagem,1469.5378647362809,15,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_49,1985,Área Urbanizada,0.42659691711425796,24,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_50,1985,Outras Áreas não Vegetadas,1.3512338259887693,25,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_51,1985,Afloramento Rochoso,5.380466259826661,29,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_52,1985,Mineração,2.616944084045408,30,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_53,1985,"Rios, Lagos e Oceano",0.4355441462402345,33,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_54,1985,Soja,14.380483772522028,39,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_55,1985,Outras Lavouras Temporárias,17.736655445922857,41,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_56,1985,Outras Áreas não Vegetadas,0.16633355987548834,0,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_57,1985,Formação Florestal,55.08384442071542,3,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_58,1985,Formação Savânica,56.016402276733686,4,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_59,1985,Floresta Alagável,1.8731601851196296,6,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_60,1985,Campo Alagado e Área Pantanosa,1.6458991589965812,11,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_61,1985,Formação Campestre,4.953888527893067,12,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_62,1985,Pastagem,986.776351022221,15,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_63,1985,Área Urbanizada,0.22163446520996083,24,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_64,1985,Outras Áreas não Vegetadas,0.9721755148925779,25,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_65,1985,Afloramento Rochoso,4.468411643798829,29,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_66,1985,Mineração,1.6567199919433573,30,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_67,1985,"Rios, Lagos e Oceano",0.24874177734374997,33,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_68,1985,Soja,11.505079892150881,39,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_69,1985,Outras Lavouras Temporárias,12.075939938903812,41,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_70,1985,Outras Áreas não Vegetadas,0.09658367633056639,0,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_71,1985,Formação Florestal,24.367523082397515,3,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_72,1985,Formação Savânica,45.10194684326189,4,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_73,1985,Floresta Alagável,1.150697580261231,6,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_74,1985,Campo Alagado e Área Pantanosa,1.0859677238769534,11,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_75,1985,Formação Campestre,4.155483787719729,12,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_76,1985,Pastagem,663.0764255351567,15,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_77,1985,Área Urbanizada,0.12832447729492186,24,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_78,1985,Outras Áreas não Vegetadas,0.6161627412109373,25,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_79,1985,Afloramento Rochoso,3.6303016820678704,29,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_80,1985,Mineração,1.028464798583984,30,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_81,1985,"Rios, Lagos e Oceano",0.11287050415039063,33,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_82,1985,Soja,9.260813853820837,39,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_83,1985,Outras Lavouras Temporárias,8.540793269104025,41,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_84,1985,Outras Áreas não Vegetadas,0.05849458416748046,0,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_85,1985,Formação Florestal,11.393036568420403,3,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_86,1985,Formação Savânica,28.17285375317371,4,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_87,1985,Floresta Alagável,0.6805132720947267,6,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_88,1985,Campo Alagado e Área Pantanosa,0.7652544429321289,11,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_89,1985,Formação Campestre,4.340333379882813,12,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_90,1985,Pastagem,399.9911361646726,15,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_91,1985,Área Urbanizada,0.09913792260742184,24,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_92,1985,Outras Áreas não Vegetadas,0.4256954185180665,25,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_93,1985,Afloramento Rochoso,3.198644393127441,29,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_94,1985,Mineração,0.6447215535278328,30,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_95,1985,"Rios, Lagos e Oceano",0.029351871032714843,33,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_96,1985,Soja,8.086442755310037,39,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_97,1985,Outras Lavouras Temporárias,5.743694561340331,41,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_98,1985,Outras Áreas não Vegetadas,0.06646921459960937,0,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_99,1985,Formação Florestal,5.380397437011718,3,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_100,1985,Formação Savânica,20.341555107177715,4,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_101,1985,Floresta Alagável,0.4389930103759763,6,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_102,1985,Campo Alagado e Área Pantanosa,0.5877098895263672,11,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_103,1985,Formação Campestre,3.717551844299315,12,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_104,1985,Pastagem,212.9849501390379,15,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_105,1985,Área Urbanizada,0.05750087194824217,24,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_106,1985,Outras Áreas não Vegetadas,0.26377376745605463,25,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_107,1985,Afloramento Rochoso,2.6727270745849605,29,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_108,1985,Mineração,0.49591547155761767,30,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_109,1985,"Rios, Lagos e Oceano",0.0035663768310546877,33,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_110,1985,Soja,4.725294369567861,39,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_111,1985,Outras Lavouras Temporárias,3.8587754691162117,41,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_112,1985,Outras Áreas não Vegetadas,0.013286256103515623,0,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_113,1985,Formação Florestal,2.379023821899415,3,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_114,1985,Formação Savânica,15.341730057311993,4,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_115,1985,Floresta Alagável,0.3269997770996093,6,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_116,1985,Campo Alagado e Área Pantanosa,0.5379434216308593,11,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_117,1985,Formação Campestre,3.935142322326657,12,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_118,1985,Pastagem,103.13526327636724,15,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_119,1985,Área Urbanizada,0.03183163732910156,24,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_120,1985,Outras Áreas não Vegetadas,0.13544553332519532,25,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_121,1985,Afloramento Rochoso,2.4098346247558604,29,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_122,1985,Mineração,0.2744739010620116,30,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_123,1985,"Rios, Lagos e Oceano",0.0062480408935546876,33,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_124,1985,Soja,3.307351870971685,39,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_125,1985,Outras Lavouras Temporárias,1.8513804067993165,41,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_126,1985,Outras Áreas não Vegetadas,0.008859566650390624,0,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_127,1985,Formação Florestal,1.1174298787841797,3,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_128,1985,Formação Savânica,15.748619771423261,4,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_129,1985,Floresta Alagável,0.2922515493774412,6,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_130,1985,Campo Alagado e Área Pantanosa,0.5183562349853515,11,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_131,1985,Formação Campestre,3.873546734558097,12,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_132,1985,Pastagem,49.999113653137165,15,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_133,1985,Área Urbanizada,0.020337750427246094,24,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_134,1985,Outras Áreas não Vegetadas,0.08234697894287109,25,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_135,1985,Afloramento Rochoso,2.1175591367797852,29,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_136,1985,Mineração,0.19740604180908206,30,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_137,1985,"Rios, Lagos e Oceano",8.926210327148438E-4,33,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_138,1985,Soja,2.04982631793212,39,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_139,1985,Outras Lavouras Temporárias,0.9994863888549805,41,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_140,1985,Outras Áreas não Vegetadas,0.01067289959716797,0,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_141,1985,Formação Florestal,0.7263336141357419,3,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_142,1985,Formação Savânica,8.146658531738282,4,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_143,1985,Floresta Alagável,0.15885902154541007,6,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_144,1985,Campo Alagado e Área Pantanosa,0.3485722770996095,11,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_145,1985,Formação Campestre,3.7993695186767638,12,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_146,1985,Pastagem,23.548322198608403,15,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_147,1985,Área Urbanizada,8.841680908203125E-4,24,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_148,1985,Outras Áreas não Vegetadas,0.057508363342285165,25,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_149,1985,Afloramento Rochoso,2.0048386857910163,29,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_150,1985,Mineração,0.13544375854492183,30,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_151,1985,"Rios, Lagos e Oceano",0.0026777936401367187,33,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_152,1985,Soja,0.9655723062744144,39,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_153,1985,Outras Lavouras Temporárias,0.33526138232421876,41,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_154,1985,Outras Áreas não Vegetadas,0.007128708740234375,0,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_155,1985,Formação Florestal,0.2654134407958984,3,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_156,1985,Formação Savânica,5.9890546725463905,4,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_157,1985,Floresta Alagável,0.05064602001953125,6,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_158,1985,Campo Alagado e Área Pantanosa,0.3200604354248046,11,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_159,1985,Formação Campestre,3.3718294934082125,12,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_160,1985,Pastagem,11.567254072509778,15,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_161,1985,Outras Áreas não Vegetadas,0.03981211340332031,25,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_162,1985,Afloramento Rochoso,1.9105226254882814,29,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_163,1985,Mineração,0.0734786046142578,30,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_164,1985,"Rios, Lagos e Oceano",0.006248183227539062,33,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_165,1985,Soja,0.45359752929687525,39,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_166,1985,Outras Lavouras Temporárias,0.2671543674316406,41,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_167,1985,Outras Áreas não Vegetadas,0.023169573059082033,0,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_168,1985,Formação Florestal,0.1882909769287109,3,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_169,1985,Formação Savânica,3.4200879883422886,4,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_170,1985,Floresta Alagável,0.01960208386230469,6,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_171,1985,Campo Alagado e Área Pantanosa,0.2934245858764648,11,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_172,1985,Formação Campestre,3.83675421020509,12,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_173,1985,Pastagem,5.301185881347653,15,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_174,1985,Outras Áreas não Vegetadas,0.04069471380615234,25,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_175,1985,Afloramento Rochoso,2.180474921936035,29,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_176,1985,Mineração,0.08409116381835938,30,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_177,1985,"Rios, Lagos e Oceano",8.925960083007812E-4,33,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_178,1985,Soja,0.320048813720703,39,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_179,1985,Outras Lavouras Temporárias,0.21494191357421874,41,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_180,1985,Formação Florestal,0.17942532025146482,3,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_181,1985,Formação Savânica,2.080859075622557,4,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_182,1985,Floresta Alagável,0.011560122497558594,6,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_183,1985,Campo Alagado e Área Pantanosa,0.27482752734374993,11,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_184,1985,Formação Campestre,3.366013003906285,12,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_185,1985,Pastagem,2.763268205078125,15,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_186,1985,Outras Áreas não Vegetadas,0.035386249755859384,25,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_187,1985,Afloramento Rochoso,2.622784210449225,29,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_188,1985,Mineração,0.03363344763183593,30,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_189,1985,"Rios, Lagos e Oceano",0.006248176147460938,33,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_190,1985,Soja,0.17859030645751953,39,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_191,1985,Outras Lavouras Temporárias,0.14233090759277348,41,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_192,1985,Outras Áreas não Vegetadas,8.868701782226562E-4,0,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_193,1985,Formação Florestal,0.08346359729003906,3,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_194,1985,Formação Savânica,1.4702882972412115,4,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_195,1985,Floresta Alagável,0.010702434692382815,6,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_196,1985,Campo Alagado e Área Pantanosa,0.24803544549560533,11,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_197,1985,Formação Campestre,2.255131734374999,12,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_198,1985,Pastagem,1.483007519042969,15,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_199,1985,Outras Áreas não Vegetadas,0.0283084150390625,25,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_200,1985,Afloramento Rochoso,2.5004702533569345,29,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_201,1985,Mineração,0.014189338745117188,30,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_202,1985,"Rios, Lagos e Oceano",0.008033368591308595,33,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_203,1985,Soja,0.05393097521972657,39,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_204,1985,Outras Lavouras Temporárias,0.06282598876953124,41,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_205,1985,Outras Áreas não Vegetadas,8.8686962890625E-4,0,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_206,1985,Formação Florestal,0.08082254107666016,3,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_207,1985,Formação Savânica,1.2031128956298822,4,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_208,1985,Floresta Alagável,8.83890869140625E-4,6,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_209,1985,Campo Alagado e Área Pantanosa,0.16793233172607425,11,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_210,1985,Formação Campestre,1.4824204328002897,12,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_211,1985,Pastagem,0.7094591968383789,15,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_212,1985,Outras Áreas não Vegetadas,0.017694220703125003,25,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_213,1985,Afloramento Rochoso,2.052565394348146,29,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_214,1985,Mineração,0.01327687585449219,30,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_215,1985,"Rios, Lagos e Oceano",0.001785194580078125,33,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_216,1985,Soja,0.009724976135253905,39,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_217,1985,Outras Lavouras Temporárias,0.0425327103881836,41,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_218,1985,Outras Áreas não Vegetadas,8.86869140625E-4,0,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_219,1985,Formação Florestal,0.047124061706542965,3,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_220,1985,Formação Savânica,0.6323753400268551,4,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_221,1985,Floresta Alagável,0.002660256103515625,6,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_222,1985,Campo Alagado e Área Pantanosa,0.16522699560546877,11,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_223,1985,Formação Campestre,1.3710742750854457,12,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_224,1985,Pastagem,0.3674938557128905,15,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_225,1985,Outras Áreas não Vegetadas,0.011501633789062502,25,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_226,1985,Afloramento Rochoso,1.947123360351564,29,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_227,1985,Mineração,0.004425463439941406,30,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_228,1985,"Rios, Lagos e Oceano",0.0017852449951171875,33,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_229,1985,Outras Lavouras Temporárias,0.02753334130859375,41,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_230,1985,Formação Florestal,0.015114966918945311,3,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_231,1985,Formação Savânica,0.33512183666992185,4,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_232,1985,Campo Alagado e Área Pantanosa,0.15791583843994136,11,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_233,1985,Formação Campestre,0.8957104172973643,12,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_234,1985,Pastagem,0.17807449176025394,15,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_235,1985,Outras Áreas não Vegetadas,0.0115001181640625,25,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
